15
15
ROW 1
1 "01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 78 79 80 01 01 01 01 00 00 01 01 00 00 00 01 01 77 34 77 01 01 01 00 00 00 00 00 00 00 00 01 01 01 00 00 00 00 00 00 00 00 00 00 01 00 00 01 01 00 00 00 00 00 00 01 01 00 01 01 01 01 00 01 01 01 01 00 00 00 01 00 01 00 78 79 80 01 01 01 78 79 80 01 01 00 00 00 00 00 77 34 77 01 01 01 77 37 77 01 00 00 01 00 01 00 00 00 01 01 01 01 00 00 00 00 00 00 00 00 01 01 00 00 00 01 01 01 01 00 00 00 00 00 00 00 00 00 00 00 00 01 01 01 01 01 00 00 00 00 01 00 00 00 00 00 00 01 01 01 01 01 00 00 00 00 01 01 00 00 00 00 01 01 01 "
2 "01 01 01 01 01 01 01 01 01 00 00 00 00 01 01 01 00 00 01 01 01 01 01 01 01 01 00 00 00 01 01 01 00 00 00 01 01 01 01 01 01 01 00 00 00 00 01 01 00 00 00 00 01 01 01 01 00 00 00 01 00 00 01 01 00 00 00 00 00 01 00 00 00 00 00 00 00 01 01 01 01 01 00 01 00 00 00 00 01 00 01 01 01 01 01 01 01 01 00 00 00 00 00 00 00 00 01 00 01 01 01 01 01 01 01 00 01 00 00 01 00 00 00 00 00 01 01 01 01 01 01 00 00 00 01 01 01 01 00 00 00 00 01 01 01 01 01 01 01 00 01 01 01 01 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 "
3 "01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 00 00 01 00 00 00 00 00 00 01 00 00 01 00 01 01 01 00 00 00 01 01 01 01 00 01 01 01 01 00 01 01 01 00 01 01 01 00 00 00 00 00 00 00 01 00 01 00 01 01 01 01 01 01 01 01 01 01 01 01 01 00 01 00 01 00 00 00 00 00 00 01 00 00 00 01 01 00 01 00 01 00 01 01 01 01 00 01 00 01 01 01 01 01 01 00 01 00 01 00 01 01 00 01 00 01 00 00 01 01 00 00 00 00 01 00 00 00 00 01 00 01 00 01 01 01 00 01 01 01 01 01 01 01 00 01 00 01 00 01 01 00 00 01 01 00 00 00 00 01 00 01 00 01 00 01 01 00 01 01 01 00 01 01 00 01 00 01 00 01 00 01 "
4 "01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 00 01 01 00 00 00 00 00 00 00 00 00 00 00 00 01 00 01 01 01 01 01 01 01 01 01 01 01 00 01 01 01 00 01 01 01 01 01 00 00 00 00 00 01 00 00 00 01 00 01 01 01 00 00 00 01 01 01 00 01 01 01 00 01 00 01 01 00 00 01 00 01 00 01 00 00 00 00 00 01 00 01 01 01 01 01 00 01 00 01 01 01 01 01 00 01 00 01 01 01 01 01 00 01 00 01 01 01 01 00 00 01 00 01 01 01 00 00 00 01 00 00 00 00 01 00 01 01 00 01 01 01 00 01 00 01 01 01 01 00 01 00 01 01 00 01 01 "
5 "01 01 01 01 01 01 01 01 01 00 00 02 00 01 01 01 01 01 01 01 01 00 01 00 00 00 00 02 00 01 01 01 01 01 01 00 00 00 00 00 00 00 00 02 00 00 01 01 01 01 00 00 03 02 02 02 02 02 02 07 00 01 01 01 01 01 00 01 02 00 00 00 01 01 00 00 00 00 01 01 01 00 00 00 02 00 01 01 01 01 01 00 00 01 01 01 01 01 00 00 02 00 00 01 01 01 01 01 01 01 01 01 01 01 01 00 02 00 00 00 00 00 01 01 01 01 01 01 01 01 01 00 09 02 02 05 00 00 01 01 01 01 01 01 01 01 00 00 01 00 00 02 00 01 00 01 01 01 01 01 01 01 00 00 00 00 00 02 00 00 00 01 01 01 01 01 01 01 01 00 00 00 00 02 00 00 01 01 01 01 01 01 "
6 "01 01 01 01 00 40 02 40 00 01 01 01 01 01 01 01 01 01 01 00 00 42 02 42 00 00 01 01 01 01 01 01 01 01 00 00 00 40 02 40 00 00 00 01 01 01 01 00 01 74 76 00 00 42 02 42 00 00 74 76 01 01 00 00 01 73 73 32 32 32 02 32 32 32 73 73 01 01 00 00 01 00 00 00 00 00 02 00 00 00 00 00 01 00 00 00 01 00 00 01 00 00 02 00 01 00 00 00 01 01 00 00 01 01 00 00 00 00 02 00 00 00 00 00 00 00 00 00 01 01 00 00 00 00 02 00 00 00 00 01 00 00 00 00 01 01 01 00 00 01 02 00 00 00 00 00 00 00 00 00 01 01 00 00 00 00 02 00 00 01 00 00 00 00 01 00 01 01 01 00 00 00 02 00 00 00 00 00 00 00 00 00 "
7 "01 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 01 01 01 22 22 22 22 22 22 22 22 22 22 22 22 22 00 00 01 01 01 01 01 01 00 00 00 00 00 00 00 00 00 00 00 00 01 01 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 12 11 11 00 00 00 00 00 01 00 00 00 00 00 00 12 11 11 11 00 00 00 00 00 00 00 00 00 00 00 12 11 11 11 11 00 00 00 01 00 00 00 00 01 00 00 11 11 11 01 01 00 00 00 00 00 00 00 00 00 00 12 11 11 16 01 01 00 00 00 00 00 00 00 00 00 00 11 11 11 01 01 01 "
8 "22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 00 00 01 01 01 22 22 22 22 22 22 01 01 00 00 00 00 00 00 01 01 01 01 01 01 01 01 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 01 01 01 00 00 00 00 00 11 11 14 01 01 12 11 11 14 01 01 01 01 00 00 00 11 11 11 11 11 11 11 11 11 11 11 14 01 00 00 12 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 01 01 18 11 11 16 01 01 18 11 11 11 11 11 11 11 01 01 01 01 01 01 01 01 01 01 01 18 11 11 16 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 "
9 "22 22 22 22 21 21 21 21 21 21 21 11 11 11 22 22 22 22 22 21 21 21 21 21 21 21 21 11 11 11 22 22 00 01 01 01 21 21 21 21 21 21 21 11 11 17 21 22 00 00 01 00 00 21 21 21 21 21 13 11 11 21 21 01 00 00 00 00 00 00 21 21 21 21 11 11 11 21 01 01 00 00 00 00 00 00 00 21 21 13 11 11 16 00 01 01 00 00 00 00 00 00 00 12 11 11 11 16 00 00 00 01 11 11 14 01 01 12 11 11 11 11 16 00 00 41 00 01 11 11 11 11 11 11 11 11 11 16 00 00 00 00 00 01 11 11 11 11 11 11 11 16 00 00 00 00 00 00 01 01 01 01 18 11 16 00 00 00 00 00 00 00 00 01 01 01 01 01 01 00 00 00 00 00 00 00 00 00 00 01 01 01 "
10"01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 23 24 01 01 01 01 01 01 01 01 01 01 01 01 01 23 22 22 01 01 01 01 01 01 00 00 01 01 01 01 01 22 39 22 24 00 01 01 01 00 00 00 01 00 00 01 00 00 00 00 01 00 00 01 01 00 01 00 00 00 00 01 01 01 00 00 00 00 01 01 01 01 00 00 00 01 00 01 01 00 01 01 00 01 00 01 01 01 00 00 00 01 01 01 01 00 00 00 00 00 00 00 01 00 00 00 01 01 01 01 01 01 00 01 00 01 00 00 00 00 01 00 00 01 01 01 01 01 01 01 00 00 00 00 01 00 00 01 01 01 01 01 01 01 01 01 01 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 "
11"01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 00 00 01 00 01 01 01 01 01 01 01 01 00 01 00 00 01 00 00 00 01 00 01 01 01 01 01 00 00 00 00 00 00 00 00 00 00 00 00 01 01 01 01 00 01 00 01 00 01 01 00 01 00 00 01 01 01 01 01 00 00 00 01 01 01 01 01 00 00 00 00 01 01 01 01 01 00 01 01 01 01 01 00 00 00 01 00 00 01 01 01 01 01 01 01 01 00 01 00 00 00 00 00 00 01 01 01 01 01 01 01 01 00 00 00 01 00 00 01 01 01 01 01 01 01 01 01 00 00 00 00 00 00 01 01 01 01 01 01 01 01 01 01 00 00 01 00 00 00 00 01 01 01 01 01 01 01 01 01 01 00 00 00 00 00 01 01 01 01 01 01 "
12"01 00 00 00 00 00 00 01 01 01 01 01 01 01 01 01 01 00 00 00 01 00 00 00 00 00 01 01 01 00 00 00 01 01 00 00 00 00 00 00 01 00 00 00 00 00 00 00 01 01 01 00 00 00 00 00 00 00 00 12 11 11 11 11 01 00 00 00 00 01 00 00 00 12 11 11 11 11 11 11 01 00 00 00 00 00 00 12 11 11 11 11 11 11 11 11 01 00 01 00 00 00 12 11 11 11 11 11 11 11 11 11 01 01 00 00 00 12 11 11 11 11 11 11 16 00 01 00 01 01 00 00 12 11 11 16 01 11 11 11 01 00 00 00 01 01 00 01 11 11 11 01 01 11 11 11 00 00 00 00 01 01 01 12 11 11 16 00 00 18 11 11 00 01 00 00 01 01 01 11 11 11 00 00 00 00 11 11 00 00 00 00 "
13"01 01 01 01 01 01 20 20 20 20 01 01 01 01 01 01 00 00 00 00 01 01 11 11 11 11 01 01 01 01 01 01 00 00 00 00 12 11 11 11 11 11 14 00 00 01 01 01 11 11 55 11 11 11 11 11 11 11 11 01 00 00 01 01 11 11 55 11 11 11 11 11 11 11 11 00 00 00 01 01 11 11 55 11 11 11 11 16 01 11 11 14 01 00 01 01 11 11 55 11 16 01 00 01 01 18 11 11 11 14 00 01 00 00 00 01 00 00 00 00 00 00 18 11 11 11 11 20 00 01 00 00 00 00 01 00 00 00 00 00 18 11 11 20 00 00 00 00 00 00 00 00 00 00 01 00 01 01 01 01 00 00 00 01 00 00 00 00 01 00 00 00 01 00 01 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 "
14"01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 00 01 01 01 01 01 01 00 00 01 00 01 01 01 00 00 00 00 00 01 01 01 00 00 00 00 00 01 01 00 00 00 31 00 00 01 01 00 00 01 00 00 00 01 00 00 31 00 00 00 00 00 01 01 00 00 00 00 00 01 00 00 00 00 00 31 00 00 01 01 00 00 00 00 00 01 00 00 00 31 00 00 00 01 01 01 00 00 00 00 00 20 11 14 00 00 00 00 00 01 01 00 00 00 01 00 00 20 11 11 14 00 00 00 01 01 00 00 00 00 00 00 00 01 18 11 11 14 00 01 01 01 00 01 00 00 00 00 00 01 01 11 11 11 01 01 01 00 00 00 00 00 00 01 00 01 01 11 11 11 01 01 01 00 00 00 00 00 00 00 00 "
15"01 00 00 00 00 00 00 00 00 00 00 00 01 01 01 01 00 00 00 00 00 00 00 00 00 01 00 00 00 01 01 01 00 01 00 00 00 01 00 00 00 00 00 00 00 00 01 01 00 00 00 00 00 00 00 00 00 00 00 01 00 00 01 01 00 00 00 01 00 00 00 00 00 00 00 00 00 00 01 01 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 01 00 00 01 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 01 00 00 00 00 00 00 01 01 00 01 00 00 00 00 00 00 00 00 01 00 00 00 01 01 00 00 00 00 00 01 00 00 00 00 00 00 00 00 01 01 00 00 00 00 00 00 00 00 00 00 00 00 00 01 01 01 "
ROW 09
1 "01 01 01 00 00 00 00 01 01 00 00 00 00 01 01 01 01 01 01 01 00 00 00 00 00 00 00 00 01 01 01 01 01 01 01 01 01 00 00 01 00 01 00 01 01 01 01 01 01 01 01 01 00 00 00 00 00 00 00 00 01 01 01 01 01 01 01 00 00 01 00 00 01 01 00 00 00 01 01 01 01 01 01 00 01 00 00 01 00 01 00 00 01 01 01 01 01 01 01 00 00 00 00 00 00 00 00 00 01 01 01 01 01 01 00 00 00 01 00 00 00 00 01 01 01 01 01 01 01 01 01 00 00 00 01 00 01 00 00 01 01 01 01 01 01 01 01 01 01 00 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 00 01 01 01 01 01 01 01 "
2 "01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 00 00 01 00 00 00 01 00 00 00 00 00 01 01 00 01 01 01 01 00 01 01 01 00 01 01 01 01 01 00 00 00 00 00 00 00 01 00 00 00 01 00 01 01 01 00 01 00 01 01 01 00 01 00 01 01 01 00 00 00 01 00 01 00 01 00 00 00 00 00 01 00 00 00 01 01 01 00 01 00 01 00 01 01 01 00 01 00 01 01 01 01 01 00 01 01 01 00 01 00 00 00 01 00 01 01 01 01 01 00 01 00 00 00 01 00 01 01 01 00 01 00 00 00 01 00 01 00 01 01 01 01 01 00 01 00 01 00 01 01 01 00 01 00 00 00 01 00 00 00 01 00 01 00 01 01 01 01 01 01 01 00 01 01 01 00 01 00 01 00 01 01 "
3 "01 00 01 01 01 00 01 01 00 01 00 01 00 01 00 01 00 00 01 00 00 00 00 00 00 01 00 01 00 01 01 01 01 01 00 00 01 01 01 01 01 01 00 01 00 00 00 00 01 01 00 01 01 40 00 40 01 01 00 01 01 01 01 01 00 00 00 01 40 00 40 00 40 01 00 01 00 01 00 00 01 01 00 01 00 40 00 40 00 01 00 01 00 01 00 01 01 01 00 01 40 00 40 00 40 01 00 01 00 00 00 01 01 01 00 01 01 40 00 40 01 01 00 01 01 01 00 01 00 00 00 00 01 01 00 01 01 01 00 00 00 01 00 00 01 01 01 00 01 01 00 01 00 01 01 01 00 01 01 01 01 01 00 00 01 01 00 01 00 00 00 01 00 00 00 01 01 01 00 01 01 01 00 01 00 01 00 01 00 01 01 01 "
4 "01 00 01 00 01 01 01 01 00 01 00 01 01 00 01 01 01 00 01 00 01 00 01 01 00 01 00 01 01 00 01 01 00 00 01 00 01 00 01 00 00 01 00 01 01 00 01 01 01 01 01 00 01 00 01 00 01 01 00 00 00 00 01 01 00 00 00 00 01 00 00 00 01 01 01 01 01 00 01 01 01 01 01 01 01 00 01 01 01 00 00 00 01 00 01 01 01 00 00 00 01 00 01 00 00 00 01 00 01 00 00 01 01 01 01 00 01 00 01 00 01 01 01 00 01 01 00 01 00 00 01 00 01 00 01 00 01 00 00 00 00 01 00 01 01 00 01 00 00 00 01 01 01 00 01 01 00 01 00 01 01 00 01 01 00 01 01 00 00 00 01 01 00 00 00 01 01 00 01 01 00 01 01 01 00 01 01 01 01 01 01 01 "
5 "01 01 01 00 00 00 00 02 00 00 01 01 01 01 01 01 01 01 01 01 00 00 00 02 00 00 00 01 01 01 01 01 01 01 01 01 01 00 00 02 00 00 00 00 01 01 00 00 01 01 01 01 01 00 00 02 00 00 01 00 00 00 00 00 01 01 01 00 01 00 00 02 01 00 00 00 00 00 00 00 01 01 01 00 00 03 02 02 02 02 02 02 02 02 02 02 01 00 00 00 00 02 00 00 00 00 00 00 00 00 01 00 01 00 00 01 00 02 01 00 00 00 00 01 00 00 00 00 01 01 00 00 00 02 00 00 00 00 00 00 00 00 00 00 01 01 01 00 00 02 00 00 00 01 00 00 00 00 00 00 01 01 01 01 00 02 00 00 00 00 00 00 00 01 00 00 01 01 01 01 00 02 00 00 01 00 00 00 00 00 00 00 "
6 "01 01 01 00 00 00 02 00 00 00 00 00 00 00 00 00 01 01 00 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 01 00 00 02 00 00 00 00 00 00 01 00 00 02 02 02 02 02 02 07 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 "
7 "00 00 00 00 00 00 00 00 00 00 11 11 11 01 01 01 00 01 00 00 00 00 00 00 00 00 11 11 11 01 01 01 00 00 00 00 00 00 00 01 00 12 11 11 11 01 01 01 00 00 00 00 00 00 00 00 00 11 11 11 16 01 01 01 00 00 00 00 00 00 00 00 12 11 11 16 01 01 01 01 00 00 00 01 00 00 00 12 11 11 11 01 01 01 01 01 00 00 00 00 00 00 00 11 11 11 16 01 01 01 01 01 00 00 00 00 00 00 00 11 11 11 01 01 01 01 01 01 00 00 00 00 00 00 12 11 11 16 01 01 01 01 01 01 00 00 00 00 00 12 11 11 16 01 01 01 01 01 01 01 00 00 01 00 00 11 11 11 01 01 01 01 01 01 01 01 00 00 00 00 00 11 11 11 01 01 01 01 01 01 01 01 "
8 "01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 23 24 01 01 01 01 01 01 01 01 01 01 01 01 01 23 22 22 24 01 01 01 01 01 01 01 01 01 00 01 01 22 39 22 22 24 01 01 01 01 01 01 01 00 00 01 00 00 00 00 22 22 00 01 01 01 01 00 00 00 00 01 01 00 00 40 00 00 00 01 01 01 00 00 00 00 00 01 01 00 40 00 40 00 00 01 01 01 00 00 00 00 00 01 01 01 00 40 00 01 01 01 01 00 00 00 00 00 00 01 01 01 00 00 01 01 01 01 00 00 00 00 00 00 01 01 01 01 01 01 01 01 01 00 00 00 00 00 00 01 01 01 01 01 01 01 01 01 01 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 00 01 01 01 01 "
9 "01 01 01 00 00 00 00 00 00 00 00 00 00 01 01 01 01 00 00 00 00 00 00 00 00 00 00 00 00 00 01 01 00 00 00 01 00 00 00 00 00 00 00 01 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02 02 02 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 01 01 01 01 00 00 00 00 01 01 00 00 00 00 01 01 01 01 01 01 01 01 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 "
10"01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 00 01 01 01 01 01 01 01 01 01 00 00 00 01 01 00 00 00 00 01 01 01 01 00 00 00 00 01 00 00 00 00 12 14 00 00 01 01 01 00 00 00 00 00 00 00 00 12 11 11 14 00 00 01 01 02 02 02 02 05 00 00 00 18 11 11 11 14 00 01 01 00 00 00 00 02 00 00 31 00 11 11 11 16 00 01 01 00 00 00 00 09 02 02 05 00 18 11 16 00 00 01 01 00 00 01 00 00 00 00 02 00 00 00 00 00 01 01 01 00 00 00 00 00 00 00 02 00 00 00 00 01 01 01 01 01 01 01 00 01 00 00 02 00 00 01 01 01 01 01 01 01 01 01 01 01 01 00 02 00 01 01 01 01 01 01 01 " 
11"01 01 01 01 01 00 00 00 00 00 01 01 01 01 01 01 01 01 01 00 00 00 00 00 00 00 00 01 01 01 01 01 01 01 01 00 00 00 01 00 00 00 00 00 01 12 11 11 01 01 00 00 00 00 00 00 01 00 00 00 12 11 11 11 01 01 12 11 14 00 00 00 00 00 12 11 11 11 11 11 01 12 11 11 11 11 14 00 12 11 11 11 11 16 00 00 01 11 20 11 11 11 11 11 11 11 11 11 16 00 00 00 01 11 11 11 11 20 11 11 11 16 01 00 00 00 01 00 01 18 11 11 11 11 11 20 11 00 00 00 00 00 00 00 01 01 11 11 20 11 11 11 16 00 00 01 00 00 00 00 01 01 18 11 11 11 16 01 01 01 00 00 00 01 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 "
12"01 01 01 11 11 11 00 00 00 00 11 11 00 00 00 00 01 12 11 11 11 16 00 00 00 01 11 11 00 00 01 00 11 11 11 11 11 01 00 00 00 00 55 55 00 00 00 00 11 11 11 11 11 00 00 01 00 01 11 11 01 00 00 00 16 01 01 11 11 00 00 00 00 00 11 11 14 00 00 00 00 00 01 18 11 14 00 00 00 00 18 11 11 11 11 11 00 00 00 00 11 11 00 00 00 00 01 18 11 11 11 11 00 01 00 00 11 11 01 00 01 00 00 00 01 01 01 01 00 00 00 00 18 11 14 00 00 00 00 00 00 00 01 01 00 00 00 00 00 18 11 14 00 00 01 00 00 00 01 01 00 00 00 01 00 00 11 11 00 00 00 00 00 01 01 01 01 01 00 00 00 00 11 11 00 00 00 00 01 01 01 01 "
13"00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 01 00 00 00 01 00 00 00 00 00 01 00 01 00 00 00 00 00 00 00 00 00 00 01 00 01 01 00 00 00 00 00 00 00 00 01 00 00 00 00 00 01 01 00 00 00 00 01 00 00 00 00 00 00 12 11 11 11 11 11 11 14 00 00 00 00 00 00 00 12 11 11 11 11 11 11 11 11 00 00 01 00 00 01 12 11 11 11 11 11 11 01 11 11 01 00 00 00 00 00 11 11 16 00 00 00 00 01 18 11 14 00 00 00 00 00 11 11 00 00 01 00 00 01 01 11 11 00 00 01 00 00 55 55 00 00 00 00 00 01 01 11 11 01 00 00 00 00 11 11 00 01 00 00 00 01 01 11 11 00 00 00 00 00 11 11 00 00 00 00 00 "
14"01 01 11 11 11 01 01 01 00 00 00 00 00 00 00 00 01 01 11 11 11 01 01 00 00 00 00 00 00 01 00 00 01 01 11 11 11 00 00 00 00 00 00 01 00 00 00 00 01 12 11 11 11 00 00 00 01 00 00 00 00 00 00 00 11 11 11 11 11 01 00 00 00 00 00 00 00 00 00 00 11 16 01 18 11 11 14 01 00 00 01 00 00 00 01 00 16 01 01 00 18 11 11 14 00 00 00 00 00 00 00 00 00 00 00 00 00 00 11 11 00 00 00 01 00 00 00 00 00 00 00 00 01 00 18 11 14 01 00 00 00 00 00 01 00 01 00 00 00 00 00 18 11 14 00 00 00 01 01 01 00 00 00 00 00 00 01 00 18 11 14 01 01 01 01 01 00 00 00 00 00 00 00 00 00 11 11 01 01 01 01 01 "
15"00 00 00 00 00 00 00 00 00 00 00 00 00 01 01 01 00 00 01 00 00 00 00 00 00 00 00 00 00 00 01 01 00 00 00 00 00 01 00 00 00 00 01 00 00 00 01 01 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 01 00 00 00 00 00 00 00 01 01 00 00 00 01 00 00 01 00 00 01 00 00 00 00 00 00 00 00 00 00 00 01 01 00 00 00 00 00 00 01 00 00 00 00 00 00 00 01 01 01 00 00 00 00 00 00 00 00 00 00 00 00 00 01 01 01 01 00 00 00 00 00 00 00 00 01 00 00 01 01 01 01 01 01 01 01 01 00 00 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 "
ROW 10
1 "01 01 01 01 01 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 00 01 00 00 01 01 01 01 01 01 01 01 00 00 00 00 00 00 00 00 00 00 01 01 01 01 01 01 01 00 00 00 01 00 00 00 00 00 00 01 01 01 01 01 01 01 00 00 00 00 01 00 00 00 00 01 01 01 01 01 00 00 00 00 00 01 00 00 01 00 00 00 01 01 01 01 00 00 01 00 00 00 00 00 01 00 00 00 01 01 01 00 00 00 00 00 01 01 00 00 00 00 00 01 01 01 01 00 00 01 00 00 00 00 00 00 00 00 00 01 01 01 01 00 00 01 01 01 00 00 00 00 00 01 01 01 01 01 01 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 01 01 01 01 01 01 01 01 01 01 "
2 "01 01 01 01 01 00 01 01 01 00 01 00 01 00 01 01 01 01 01 01 01 00 00 00 01 00 01 00 01 01 01 01 01 01 01 00 01 01 01 00 01 00 01 00 01 01 00 00 01 01 00 00 01 01 01 00 01 00 01 00 01 01 00 01 01 00 00 00 00 01 01 00 01 00 00 00 01 00 00 01 01 00 00 00 00 00 01 00 01 01 01 01 01 00 01 01 01 00 00 01 00 00 01 00 00 00 00 00 01 00 01 01 01 00 00 00 00 00 01 01 01 01 01 00 01 00 00 00 01 01 00 00 00 00 00 00 00 00 00 00 01 01 01 01 01 01 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 00 00 01 01 01 01 01 01 01 01 00 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 "
3 "01 01 00 01 01 01 00 01 00 01 00 01 00 01 01 01 01 01 00 01 00 00 00 01 01 01 00 01 00 00 00 01 00 00 00 00 00 01 01 01 00 00 00 01 01 01 00 00 01 01 01 01 00 01 00 00 00 01 00 00 00 01 01 01 01 01 01 01 00 01 00 01 00 01 01 01 00 00 00 00 01 01 00 00 00 01 00 01 00 01 01 01 01 01 01 01 01 01 00 01 01 01 01 01 00 01 00 00 00 00 00 00 00 01 00 01 00 00 00 01 01 01 00 01 01 01 00 01 01 01 00 01 00 01 00 01 00 00 00 01 00 01 00 00 01 01 00 01 01 01 00 01 00 01 00 00 00 01 01 01 01 01 00 00 00 00 00 00 00 01 01 01 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 "
4 "01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 00 01 01 01 01 01 01 01 00 01 00 00 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 00 01 01 01 01 01 01 01 01 01 01 00 00 00 00 00 00 00 00 01 01 01 01 01 01 01 01 01 00 01 00 00 00 00 00 01 01 01 01 01 01 01 01 01 00 00 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 00 01 01 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 01 01 01 01 01 "
5 "01 01 01 01 00 02 00 00 01 00 00 00 00 00 00 00 01 01 01 01 00 02 00 00 00 00 00 00 00 00 01 00 01 01 01 01 00 02 00 01 00 00 01 00 00 00 00 00 01 01 00 01 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02 00 00 01 00 00 01 00 00 00 00 00 00 00 00 00 02 00 00 00 00 00 00 00 00 01 00 01 01 00 01 00 09 02 02 02 02 05 00 00 00 00 00 01 01 01 00 00 00 00 01 00 00 02 00 00 00 00 00 01 01 01 01 01 00 00 00 00 00 02 00 01 00 00 00 01 01 01 01 00 00 00 00 01 00 02 00 00 00 00 00 01 01 01 00 00 01 00 00 00 00 02 00 00 00 00 00 01 01 01 01 00 00 00 00 00 00 02 00 00 00 00 00 "
